Show,Review,Rating
The Witcher,I am completely satisfied with everything! Such a great series. Geralt is great. Settings are original and capturing. Plot line is well design. Monsters are scary. Please just keep the quality!,10
The Witcher,"And I just deleted it.I imagine that all these downvotes are from IMDB users after Season 2 before Season 3.The incoming Season 3 will be the last season for Henry Cavill starring as Geralt. Netflix should REALLY just end it there, because there is no show without Henry Cavill. His portrayal of Geralt is legendary, and no matter how good of an actor the follow-up may be, it just won't work.I cannot believe that Netflix allowed Henry Cavill to leave the show while retaining Lauren Schmidt as the showrunner. It really shows you where Netflix is at right now. This man loves and respects the lore, and you can see it clear-as-day in interviews, behind-the-scenes snippets, and his pitch-perfect turn as the titular Witcher. If the rumors of what went down are to be believed, then much of the production team constantly dunked on the source material while labeling Cavill as little more than a toxic male gamer who didn't understand the artistic vision of the show.I don't even subscribe to speech which unfairly labels people for the purpose of slander, but really? Sure, Cavill is a gamer, but isn't the PRIMARY factor contributing to The Witcher's existence on Netflix actually the 2015 game Witcher 3: Wild Hunt? And Toxic? Henry Cavill? The same guy that every other production team says is a passionate gentleman?Given the look, feel, and story of Season 2, my guess is that the tale told by Cavill is more accurate. The production team mocked Cavill, the source material, and gamers as a whole while still intending to shove their own agendas, plots, and characters into an already complex narrative. They already had the benefit of years of books and games, but they didn't respect that material or the person who was desperately trying to respect it in their place.So, they ran off their star, failed at a spin-off, lost all fan support, and season 3 will most likely be the nail in the coffin.All that said, I do still cautiously recommend this show for casual viewing as ADHD-background noise. It has really solid acting all-around, particularly by Henry Cavill as Geralt. There are some fun stories here, and some pretty visuals. Season 2 is definitely not near as good as the amazing Season 1, but it does have an increased monster count and some fun Geralt scenes.Overall, as of Season 2, it's a 5/10 fun ride, but just know that the direction of this show is straight into the ground. It's DOA, and I won't be watching season 3 or updating this review further unless the showrunners are fired and Cavill is brought back as a producer/story consultant. Since I don't really see a reality where that's happening, I suspect this will be the final sad iteration of this review.",5
The Witcher,"First of all, I've read the books and played the games several times. Geralt is my all time favorite game character and I also love Yennefer. I was so excited for this show and maybe my expectations were to high...It's not a bad show. Henry Cavill is awesome as Geralt. And I really like the casting of Dandelion and Ciri. The fight scenes are great and I love the look of Geralt casting signs.The problem for me is that I find it all so incredibly boring! I just don't care about the story or any the characters. It might be because I already know alot of the story, but it should be exciting to see how the show executes it and what they keep or change. But it just doesn't. It's almost like they try too hard to make me feel for the characters, but everything is happening so quickly and I don't feel invested in anything.For me it's not the acting. I think it's more the pacing, the script and the editing. The pacing is all over the place and the episodes are too long. The script is cringey at times and I feel like they repeat things too much. We know Witchers are looked down on by humans. We know Yennerfer feels worthless. They don't have to repeat it again and again in the same episode.I also feel like the costumes could have been a lot better. I'm sure they had a limited budget, but honestly it looks a little ridiculous. Everyone looks like they're in a play and should be on a stage. The costumes doesn't blend with the environment and takes my focus away from what is happening story wise. When you watch a movie or a tvshow, the costumes should feel authentic to the characters, and not stand out in a distracting way. Hopefully this will get better as we get more seasons, as this happens with alot of tvshows.I don't love it, but I'll still give season 2 a shot. It definitely has alot of potential and maybe it's a show that needs to grow on me with time.",5
The Witcher,"As a big fan of both Witcher books and games, I can say this series can be quite complicated for someone who does not know much about the games or books. Most of the events in the series are important to the general story, so there is no minor scenes that can help the viewer rest a bit. She/he must pay clear attention. The storyline is also complicated, an event that is before another is seen actually after that event. I personally had no problem with this storyline but as I said someone new to the universe can have Hard times trying to adapt it. However the series definetely sticks to the first two books and they did not change the Major events as they wish any way whatsover. You can see they sticked faithful to the original story metarial.
Geralt is portrayed almost perfect and Henry Cavill did a fine job. But the problem is, just like when he portrayed Superman, he also portrayed Geralt quite dark and melancholic. Indeed it is true that Geralt is rather a dark character, but NOT all the time. He likes to have fun in an inn from time to time, laughing, drinking and women also :D The good side about him is that his voice tone is very close to Geralt's and his fight scenes indeed make you say that this is a WITCHER.
Casting is a bit undecent, I cant say all the actors are doing a fine job.... I wish the game series was more slavic rather than American.
Lastly, the clothing and armor could have been much better. I personally did not like Yennefer's, Triss' and many other characters' costumes. Nilfgaardian armor is definetely not pleasant to the eye. In the game, Not only Nilfgaardian but all the armor look just perfect.
Overall I think that this series deserves 7/10. It is not very good, but good.",3
The Witcher,"The Witcher is a magical universe like Lord of the Rings but presented to a much more mature audience like Game of Thrones. The only problem is though is that the show was directed and presented in a similar fashion as the TV Show, Arrow, with constant flashbacks but while Arrow identified the flashbacks The Witcher doesn't. These frequent poorly identified flashbacks come across as potential decade long time warps between episodes and it is very chaotic and totally destroys the enjoyment.The only thing I have enjoyed about this show was the sword fighting at the end of episode 1. It was well done like Hector fighting Achilles in Troy and it was awesome. It started with such a high note and here I am at Episode 7 and nothing has hit that original high note ever since.",1
The Witcher,"I haven't played the game or read the books and watched it like any other fantasy.
We learn that crossbows exist, but only once during that one badass scene desperately trying to be ""The Punisher"".
Slow-mo magic and kiss.
Editing is certainly out of this world because it cannot be explained why would anyone do that.
Amazingly cringy monologues all the way through all episodes.
Cavils voice and manner of speech is 1:1 when Star Lord tries to be tough in front of Thor.I don't know, maybe it's just not my cup of tea but it looks like this is just all those annoying NPC speeches and cinematics that you skip during the game crammed together.",3
The Witcher,Its nice i prefer to all of you to watch it 10/10 the story is nice the actors are brilliant i wish they continue more episodes in the future,10
The Witcher,"The special effects, the acting, the wardrobe, the storylines, the build up, the mystery.It's all amazing.I love it. You'll love it.",10
The Witcher,"I'm never read ' The Witcher novel ' and never play ' The Witcher Game ' but my thought that very good show for me, Why ? > It's not slow but fast on the 1st episode. For me it's fair details about drama + action and character backgrounds ( I may buy the books and watch all episodes for more 2 - 3 rounds to catch up the details, Lol ). So all my idea is ' Love it '.",10
The Witcher,"Too much hype generated, Acting is really like for B series.",4
The Witcher,Igenuinely had high hopes for this show but the writing looks like it's made for a teenage audience. The costume design is below average for such an expensive production. It's disappointing since I have been a fan for a long time. What does need to be said is Henry Cavill was the only excellent character. The others are alright but the bard needs to be killed off. Jaskier made the show unwatchable.It also needs to be noted the extreme amount of faux reviews on this Page. Look at the users and their writing. Almost bot like. It looks like someone paid a lot to make this show look ultra appealing. All the perfect reviews are from Hardcore fans that planned on bombing the reviews with 10/10 score on Discord so watch out.,1
The Witcher,"While the production values are suitably high, that's undoubtedly the best thing one can say about The Witcher. One would have thought that after 8 seasons of Game of Thrones Netflix would have collected some pointers about what's needed to build a realistic and believable world, but apparently they forgot to take notes or just never watched it.While the production is of a suitably high quality, the whole thing reads as a historically illiterate American's uninspired take on Eastern European Late Medieval period. The sets are nice, but they don't look lived in. Rather they look like what they are: movie sets. The costumes are nice too, but again they all too often look like costumes. They may be dirty at times, but they too don't look ""lived in"".The dialogue is awful, just awful. Exactly no effort whatsoever appears to have been put into crafting believable colloquy. Full of modern colloquialisms it is about as immersion-breaking as can be. Likewise, Jaskier's songs lack any sense of coming from the repertoire of a medieval troubadour, sounding instead like those of a comedic american singer-songwriter suffering from a case of severe mediocrity.Nor does 2-day stubble, fancy contacts and long, grey hair transform Henry Cavill into a believable Geralt; he ends up rather like a less meek Clark Kent. While a sumptuous collection of scars have been plastered on his body, his overly chiselled features leaves no impression of a life full of constant hardship and tribulations.Without a doubt the two best and most compelling characters of this first season are Freya Allan as Ciri and Anya Chalotra as Yennefer of Vengerberg. Both charcters are interesting and well acted, but they are far from able to save the season by themselves. Various side shows also do a good job: Jodhi May can always be relied upon and makes a good Queen Calanthe, while Shaun Dooley's King Foltest is just right.Overall though, as someone who enjoyed the books and games a lot I found The Witcher a huge let-down.",3
The Witcher,"As far as I'm concerned the critic's are drinking Drano. This was captivating from beginning to end. The way they weaved the narrative together from the stories was incredible. If you have no knowledge of the material I can see how it would seem a little slow, or out there. Hang in because it's really good. Oh and everyone needs to stop with the GOT comparison's. It's apples and oranges. I see this show having a very long run. People like it and that's what matters not critic's.",10
The Witcher,"Couldnt understand anything.if you want to understand whats happening you have to play games first, they didnt explained anything...",5
The Witcher,"Excellent. Well thought out story, and excellent acting - the combination is explosive excellence.",10
The Witcher,Absolutely great series! Didnt expect it to be this good.,10
The Witcher,"I still don't like the race bending netflix decided to do with a few characters as I can never take the characters seriously but oh well...
The show is still phenomenal and I totally recommend it to witcher fans and medieval fans alike.",10
The Witcher,"Writing, acting and story fit together well. The action was great. Henry Cavil does an amazing job portraying Geralt. Overall great and am excited for season two.",10
The Witcher,I love game of thrones this is again another show of class what a charachters yeneffer is awesome and ciri is intresting aswel and geralt speaks for itselfs i dont compare books and games with the show didnt with game of thrones if your gonna compare everything you are not enjoying the show i like it that the writers make there own twst on it another great fantasy tv show i am hooked just awesome,10
The Witcher,"To be honest I never played the games etc.
So I am open minded by the story. This is the main problem for me. The viewer is overwhelmed with terms that are never explained at the beginning. This makes identification with this world very difficult. In contrast, Game of Thrones has an intro in which the world and the connections are made accessible to the viewer right from the start and thus involve him.
Otherwise a solidly made series which still has potential at the top.",7
The Witcher,"Henry cavill shines, but it's bloated, the acting is one note. The games are better.",4
The Witcher,"Anya Chalotra shows some amazing acting talent .
I hope they don't waste it on ''less intelligent '' roles .",10
The Witcher,"Can't believe the negative reviews. This show pleased my heart. I can't wait to see what they can do with an even bigger budget and with a more consistent focus on story now that the characters are all established.
Also the fight scenes are pure terror and joy",10
The Witcher,"I was so excited to start watching the series, but after the first 30 minutes I was so disppointed that I stopped. Maybe in a few days will try again.",1
The Witcher,"Despite having some cast issues the first season of show was pretty satisfactory. The episodes has a folk fairy tale air to them and the portrayal of the three main characters of these series of books, Geralt, Yennefer and Ciri, felt very true to the source material. Jasker's character was also very true to the book although his singing was a bit too modern at times. His interactions with Geralt were some of my favorite moments of the show.
The way the show was edited with different time lines withing the same episode reminded me of the way the books were written as well.The only two characters who I'm still not convinced are Triss and Fringilla. Triss actress lacked something on the acting department. Triss is somewhat of a little sister of sorts. Fringilla on the other hand was good acting wise but in the books she's supposed to look a lot like Yennefer and it matters further down the story.
Overall, I liked the show a lot. I've read the books and played the video games and this is a great addition for fans of the franchise.",8
The Witcher,"It reminds me of another flawless and amazing show that is game of thrones. The theme and the feel is almost the same and i love it, i truly think this will be big the same way GOT was.",10
The Witcher,Just wow it looks better then the game!! I can not wait to see the end of it!!:),10
The Witcher,"What more could you ask for?
Henry Cavill really loves this character and it absolutely shows. He gives it his all as Geralt and tries his best with the dialogue to make it his own. As for Yennifer and Ciri, they did a pretty good job! I can't wait to see what this does for their careers.The fighting scenes are outstanding, brutal and well choreographed. The cinematography is pretty great as well, nothing really stands out but the world they've created is beautiful at best.If you enjoy fantasy series like Game of Thrones or you enjoyed the books or the games than I think this will be a pleasant surprise for all who are watching.",9
The Witcher,One of the best tv series in this year. Don't miss this shiw,9
The Witcher,"This show is amazing. This is THE WITCHER!!!! The acting, set design, vfx, costume design is all top notch and the world building and character development is great. You could tell this show was made by fans of Andrezej Sapkowski acclaimed novels and of the lore and mythology of the world, in general.",10
The Witcher,"This is gonna go down as the best tv show ever even surpassing breaking bad. Wow, words can't describe how great this looks. Gotta give it up to netflix for creating this masterpiece",10
The Witcher,"For everybody who was sceptical about Henry Cavill, he nailed it! I played the witcher 3 game and have to say i didnt expect much, but i got a lot. The story, the clothes, the surroundings, wonderfull! Hope they bring out all 7 seasons they allready have written. Best way to start the holiday season, watch this and you won't regret it!",10
The Witcher,"One of, if not the best fantasy shows ever. Stands alone on it's own merit and cant be compared to anything, an amazing feat for this genre. The cast, crew, and everyone involved should be proud of this one. Cant wait to see more! Book readers will definitely be pleased in how they have chosen to adapt such a great story. 10/10 would recommend.",10
The Witcher,"Don't compare it with got. R.R Martin has created a different era and this is different and yes it deserves to be binged because of good story writing, exquisite cinematography and stunning caste.",9
The Witcher,"I bet playing witcher games helped henry to bring geralt of rivia on screens, but, this is different, yet better than geralt from games. I recommend this show to everyone who liked got because it feels like got Imo 10/10",10
The Witcher,It's better than I thought! I am loving it!I am enjoying every minute with Geralt,10
The Witcher,"Liked it so far, Creatues-Design is good and it feels a bit like a mix of Game Of Thrones and The Last Kingdom (:I Liked The First Season, The Action was huge and greatGood Characters, but it felt like The Witcher himself hasnt had to do as much as other Characters in the Big Scequence .....9 / 10",9
The Witcher,Just wanted to give it a 10 before i start watching because i am that confident that it will be just amazing. Definitely a binge-worthy series for this weekend. Henry Cavill is really invested in the world and the story as a fan and as an actor so i believe he will do Geralt justice and really bring him to life.,10
The Witcher,"What a quality production for a TV series. This is the real fantasy world everyone has been waiting for.
This will remove any previous fantasy world show you had watched before.",10
The Witcher,"Cheap clichés, lousy special effects, and cheesy ""gruff"" accents. A discount Game of Thrones for the simple folk.",1
The Witcher,"I was terrified when news was first released about this TV show adaptation of The Witcher book series. I didn't want some random TV writers ruining a great part of my childhood (the books) while simultaneously ruining a great part of my young adulthood (the game series). I thought it would be impossible for a TV series about Geralt n' crew to be anywhere near this good. God answered my prayers people. Damn good people built and molded this series into (dare I say it) Game of Thrones S1-7 quality!!! To be completely honest episode one was an average opening. Its how the show progressed through the 7 remaining episodes that made it so spectacular. All the great parts of the first and second books are used and God did I have a mile wide grin on my face watching some of these scenes come to life. The last time I felt this good about a TV series was back in 2013 when Game of Thrones season 3 ended. Its quite the feeling. If you've read the books or played the games have no fear, the people that made this adaption keep you very comfortable while watching. I can't wait for season 2! By the way, if you don't like the fantasy genre, this is still an amazing watch in its own merit. Acting, writing, directing, cinematography, the lot of it. This show will please any viewer, guarenteed.",10
The Witcher,The best tv serious for ever now i can see tv after game of thrones please Netflix we wait for season 2,10
The Witcher,"I love the game with all my heart. I was waiting desperately for this series. But, also keeping my expectations low so not to be disappointed later. But gladly, this isn't happening here. I was following the news all along and was touched when heard Cavill was putting every bit of his energy into it and boy it paid off ,I can see it now. Hats off to him. If you've read the books or played the game or both than it's a gem for you. Enjoy the holidays :)",9
The Witcher,"If you really enjoyed the game and the books you'll definitely love this series, trust me you won't regret it",1
The Witcher,"I don't ever make reviews. I always just go on IMDB to see what show to watch. I've a huge of the Witcher games so I obviously have been waiting a while for this show to come out. I am in tears from how amazing this show is. Henry Cavil has Geralt down to the T, the music and set pieces are amazing. Might be the best show ever to come out on Netflix. Watch it!!!",10
The Witcher,"Wow, what a great job by Netflix. The pacing is perfect and pulls you into the world perfectly. The combat is superb and the acting is awesome. So happy we got this.",10
The Witcher,"WOW WOW WOW justo wow. The cinematography is simply amazing, amazing costumes and the story catches you. A Netflix masterpiece. Do yourself a favor and watch it",10
The Witcher,I'm going back now I think this is gonna be amazing,10
The Witcher,"Why so much hatred from professional critics? This series impresses from the very first minute. Atmosphere, dialogues, fight scenes. I feel like I'm reading a Witcher book. I am tired of these comparisons with Game of Thrones. This is not a Game of Thrones! This is Witcher! And it's good!",10
The Witcher,"First episode in and I can say without a doubt that it's by far the most anbitious bit of fantasy put to the small screen ever. Interwoven snippets of the first two books are told here, which suggests a larger scale story throughout the series. Cinematography, the sets, costumes and cast all do well to bring the the last wish to life, but it's the last act of the episode that really hits home just how much the guys have really nailed it.
Cavill, after a few jarring moments of dialogue, (I think I was probably still trying to get used to his ""Geralt"" voice) settles into the role and truly does become the witcher. His mannerisms, his graceful movements during swordplay, (pirouetting, just as he does in the books) his wording and even the sub-text, the words not spoken, he captures it all perfectly.
And yes, the fight scenes really do make game of thrones look like an afternoon at downtown Abbey.
I won't go on any longer, mostly because I'm dying to watch the next episode, but to anyone still in doubt of the casting. Watch it and fall in love, or don't, it's your loss!",10
The Witcher,"First few episodes may be a bit rough around the edges, it has some pacing issues in my opinion, everything else is really really good. Acting,Atmosphere and the overall feel to it drags you into it.
Keep in mind, this IS NOT GOT!!! Its The Witcher. I read the Books and played the Games. Its very adult and im glad Netflix did not shy away give you a real Witcher Experience. Lets only hope it will carry on like that. 9.5/10",10
The Witcher,"I've been waiting so long for this and it is everything I wanted it to be. Funny, scary, dark and amazing.",10
The Witcher,Amazing fight scenes and a great visualization of the story we know from the books. Can't wait for season 2!,10
The Witcher,"Netflix does is again , i was worried that they could ruined it but i was completely wrong, it is the best netflix show I've ever seen, the cast , the soundtracks, you feel like you've felt when you're playing the game , henry nailed geralt of rivia , thanks Netflix and all the cast members, I'm loving it",10
The Witcher,"So I've read through some of these reviews and the clowns leaving 1 star saying it's a game of thrones knockoff haven't seen the episodes. I won't mention any spoilers, but holy smokes that fight scene in episode 1. The plot overall is mind blowing!",10
The Witcher,"Best show i've seen all year, great characters, great casting (Henry Cavill is a perfect choice for Geralt) storyline is true to The Witcher ""universe"" and it's interesting.",10
The Witcher,I really like how the show started . I really like it . Just really interesting .,10
The Witcher,"Its very good I hope it's always the best,
Many are waiting for this movie to come
Thanks",10
The Witcher,"The pacing is a bit off, but overall it's quite decent so far. The only thing that ruins the atmosphere is the unnecessary random inclusion of black characters. Trust me, I'm not racist, but when the books take place in the world inspired by medieval Eastern Europe, it feels just out of place to see black people not in a role of traders or mercenaries in appropriate outfits. The casting of Triss and Fringilla is also a disaster, it just doesn't feel familiar, feels completely off.",6
The Witcher,"First episode has its pros and cons , I don't want to criticize too much , but character selection is absolutely done by a moron. Also netflix is again putting their ""people of color"" agenda into a medieval fantasy show ( which is heavily depending on Polish folklore, did you hear any indian or black person in polish folklore....) , why? Why would you try to ruing such a great book. Anyway I hope Netflix will not try shoving their lgbt agenda and color agenda into our throats in rest of the series.",3
The Witcher,"I knew this was going to be good. I mean the trailer looked amazing and it's Henry Cavill. But I never imagined it to be this good. If you like Game of Thrones you will love this. It's everything the same plus more. It is just as violent with just as much nudity and profanity. But the story and music and cinematography are incredible and the actress who plays Ciri really steals the show. She is incredible.
Netflix has another huge hit here, give it a go! This does not dissapoint.*Note I have only played the games and not read the books*",8
The Witcher,A great first impression of Cirilla's character played by Freya Allan. This is going to be a bit special in the following seasons to come.,10
The Witcher,"Reviewing this after only two episodes, but I am sure I'll keep watching. The script is a bit corny and dialogues rather shallow, but the story itself and the choreography is really good.I'm glad they got Alik Sakharov on this.",4
The Witcher,The same trash that rates this garbage spin off a 10 is the same that rates star wars a 1... It's really easy to see how little people need to be entertained ??. You're a goof if you think this is good at all. Main actor is weak af and no story. It's a bad video game not worth its rating either. No wonder the show is garbage too. Shoulda stuck being Superman buddy.,1
The Witcher,"The movie lacks spirit and good performances. Henry Cavil is probably among the only good actors in this series. The portrayal of Geralt is authentic enough for me, but that's not really enough to save the show. It's poorly written and directed. I found myself cringing at too many scenes to count.",5
The Witcher,Fking Awsome it's brilliantly done just like the game and books,10
The Witcher,"The Witcher show is absolutely magical. Great, great, great. I love the story, cast, combat, atmosphere, music, magic, monsters, costumes, surroundings. Everything.I am a huge fan of the Witcher since 2001. Since then I read all the books 6 times. I played all the Witcher games since 2007 and The Witcher 3 is still my all-time favourite game (400 hours of play). I also read the Witcher graphic novels (4 novels).Henry is fantastic. I also love the story of Yennefer and Ciri. I like that we see their story right in the 1st season. Jaskier is great also.This is a fine show! There is a room to improve, but I just enjoyed it how it is.",10
The Witcher,"I gotta ask, have the producer got a clue at all about the witcher lore?. The show is very badly written, very bad acting, it kinda feels like a budget show. I gotta bring it up, this feels more like a political correct wokeness witcher",1
The Witcher,"Damn first few episodes of Witcher is just dope, I never ever thought in my wildest dream that a show can even come close to GOT but I was awestruck when I watched starting few episodes of this series let's hope all the episodes of this first season are dope as well.",10
The Witcher,"Faithful to the books and video game series?, this is just as good if not better than Game of Thrones and is a must watch for both fans of all fantasy plus those that don't love fantasy. Loved it even more than Mandalorian and is probably my favorite series. Story telling, acting and visuals were great. Netflix really set the bar with this one.",10
The Witcher,"Very good, be sure to see if you regret it.
Very good, be sure to see if you regret it.",10
The Witcher,When I heard that they pinching Witcher's for tele release with henry cavil I was skeptical.basically whoever played the Witcher's know all the characters(leads).i would say after watching this series I'm not at all disappointed.they did amazing job of all important characters representation weather it's a male or female character on the top Henry cavil understand the methodology of the Witcher's the way which he acted in this series he didn't need more dialog we can just see that this is Gerald.overall I'm happy that we got to see the series it's definitely needed seasons since in the last episode it ended in high notes.looking forward to see more sword fighting,10
The Witcher,"Henry cavill nailed the role perfectly. The fight scenes, the music, the cinematography, the whole atmosphere is beyond amazing. Netflix did it again",9
The Witcher,"I don't know how it can have 9,9 of 10 on first minute after release? Where raters buyed by producers?But, I don't get it, could showrunner not look in wikipedia or wikia for char description? Dark skinned Yennifer, black skinned Fringilla (they have to look similar! who read the book will understand) and awesome looking Geralt! Bodybuilders rules the shows. The readers of the Witcher are disappointed.Costumes are really ugly and seems very cheap. Sometimes the animation (beasts) looks that way too. Some fight scene looked for me like it was a Chinese battle movie.I watched the complete series with my wife and because of that I read the books I could say who is who and which situation is playing now. Show runner could make an accent on time the situation is playing because the show has redone the timeline of the books. I guess them wanted to make it straight on, so they deleted some important facts from original.A really important part is missing - temple and Neneke or Dandelion's beret.Show runner got rid of slovenian culture, forgotten in which years Gerlat lived (black polish people - really?) and made the show American and ***** on other nations.I am disappointed!",1
The Witcher,"As usual reviews are ones opinion. So I want mine in before the usual hate, that seems so characteristic as of late.
The environment and the story are faithful enough to the book series and some aspects of the game, and this probably will please almost all fans.
If you never met the series, either the books or the games and you like magic/fiction GoT style you won't be disappointed with this series.
Have fun.",10
The Witcher,"I just watched the first and it is awesome!
Henry Cavil is born to be Geralt of Rivia",10
The Witcher,"I am a huge Witcher fan since the first game came out, read the books recently and had extreemly high expectations of this series, usually with such high expectations i get dissapointed, but not in this case, it was everything I hoped for and more. The story is so emotional and deep. The acting is great and the fanatsy is not lacking.An easy 10/10",10
The Witcher,I will start saying I played all Witcher Games and loved them . But Wow this It's FK Awesome it's just perfect ! Actor's played super well and the effects are really super . Must see for every Witcher and no fan . For me perfect !,10
The Witcher,"I was very sceptical regarding this show. At first Henry Cavil didn't seem to be the right actor to play Geralt when he was announced in my opinion. I did like his looks from the PC Game series a lot.But...They made this World very atmospheric added some fun parts here and there and the best thing is, Geralt is played so great I can't believe it. Epic Fighting scenes, some decent battles as well as well adapted screenplay makes this show a huge candidate for the next big show like GOT.I'm now 3 episodes in the first season and if they keep this quality going for the other 5 episodes, this is the best series released this year in my opinion.I hope for many more seasons!",10
The Witcher,"In just an episoade i lived all the emotions, really skilled actors. The fight scenes, realistic, brutal and well made. I'm very pleased with the result, its a real pleasure to watch it. Netflix, 10.
Henry Cavil, 10. Keep it up.",10
The Witcher,Absolutely stunning television. Henry Cavill is a credit to the character of Geralt of Rivia. Please give us all the way up to the end of game 3. Easily the best TV since (early) GoT.,10
The Witcher,"I love the witcher both the books and the games, the TV show follows the books and the story starts in Blavikan...But man not 15 minutes in the first episode and they already started to blast your usual Netflix political propaganda, weak man, strong women, man being belittled by women, no man fighting back, wow got to say you could not be more wrong, there are strong female in the witcher but in all honesty this is just a travesty... would be ok if they were organic but no, the are forced and acted poorly that just breaks the immersion which is sad, I really love the Witcher.",1
The Witcher,"I will be brief-
The acting overall is good, henry does the job well, Ciri and yenffer are portrayed better then i expected and i really liked dandelion actor.
There are other actors which i felt didn't do a good job but that mostly because the dialogue can be stiff at times.
The fights are very good (especially when geralt is fighting) but some shots needed to be longer in the fighting scenes.
The shows stays faithfull to the books but changes a few bits of details (mostly nothing to be mad over).
Overall? Its a good show and as a witcher fan (both books and games) its better then what i expected. Its not the masterpiece everyone is calling it though.",7
The Witcher,"Guys its really good!! I like it
Everyone must watch. You will be delighted",10
The Witcher,"Absolutely love everything...been a fan of game, and this series looking even better than the game.",10
The Witcher,"Wonderful storytelling, good acting, especially Henry. Felt so immersed in the world. Love the music in the show as well :)",10
The Witcher,I really love it . Zzz.,10
The Witcher,It's not even 5 minutes into episode 1 and it's already woke. Then it precedes to get woker with each passing minute. The story seems like it would be great for 12 year olds but I could not get into it. All very trite and lacking gravitas.,1
The Witcher,"Off to an amazing start.Well acted, well cast.Incredibly beautiful to look at in hdr.Could be a massive hit and hopefully be around for many years.",9
The Witcher,"I am sorry but if the first episode didn't do anything for me how can i watch the entire season. That;s why we have pilot episodes...you do it to see if its could, correct the mistakes and thena approove the whole production.. It lacks good direction, the shots , the dialogue, the perfomances , the structure its by the numbers. its similar to the '' The Last Kingdom'' with bigger budget and with the same wicknesses if not even more... The biggest asset of the series , is at the same time the biggest weakness. Herny Cavill am sorry but with no good director its clearly you are a mediocur actor... you re perfomance its too wooden , lowering your voice doesn't make you badass or whatever your told .. to much exposision done the wrong way.. many fans prior to the relaese of the series compared it to Game of Thrones.. Got had from the first episode good writing and character , world building just by showing a freaking map of Westeros. This show shows magic like its nothing special. .Get a good writer and a good director. the series is so bland and mainstream.",3
The Witcher,"Cinematography is something else. Good acting, great Henry but it does not faze me in terms of the final edit. The monsters are cheap too. But, the show is entertaining nevertheless.",3
The Witcher,"Geralt fighting scene was beyond incredible, never seen anything close to that in cinematography. The soundtrack and atmosphere is so immersive too, gives the exact Witcher vibe I expected!Actors are right on par with Witcher 3. So far it gives justice to the series as a whole. I love the games and the books, now Netflix series is right there on the shelf of my favorite things in the world! I'm so grateful to all the people who made this possible, you guys are amazing, thank you so much! I can really feel with how much love and care this was created. Thanks!",10
The Witcher,Great show this. Also very happy that a 2nd season is already confirmed.,10
The Witcher,"Lots of 10/10 in one hour period. Did you even watch the whole season? Whatever, this is like a tv show that you want to watch only while you eat something and there is nothing left to watch. Actings are bad Henry Cavil is ok but others like 5th grade actors. Lots of Disney like scenes and talkings like watching a theather. Cringe CGIs, lots of bad lighting. Mucis and sound fx are like student movie. Also directing is very bad. There are 4 directors of the show all of them failed i guess.
P.s never read the books and never played games. Not a fanboy. Loves fantasy and sci-fi",5
The Witcher,"This show is awesome, each episode is like a movie on its own. Game Of the thrones who needs that show with the worst ending, when you have SUPERMAN as THE WITCHER. I have been a fan of the game, but trust me when I say this, its a humongous project for Netflix. I hope for an even better second season.
This is addictive.",10
The Witcher,People who are saying that it would be as good as game of thrones are fool. It's not. It's get cringy some time. Also henry cavill bad acting is another thing.,1
The Witcher,"If you know the story, understand all characters then you will understand me. Definitely the worst interpretation of the story. It's not a slavic series. Just another movie about middle ages. Showrunners did great movie for community and not for a fans of Witcher universe . Congrats! Wrong actors, wrong atmosphere. You did great job for ruining all the expectations.",1
The Witcher,"The series is simply mesmerizing with its atmosphere and Istria. The ideal line between the harsh, cruel Middle Ages and the magical world that looks in some scenes is even more severe. This series is for adults who will be able to appreciate the beauty and tragedy of the world of the Witcher universe. 10/10 !!! Deserved!",10
The Witcher,H. Cavill nailed the character. One of the best series to date!,10
The Witcher,"...or actually Ending, at least for me. I am one of these guys, who was reading first stories of the Witcher in famous science fiction polish magazine ""Nowa Fantastyka"" ages ago. I remember tense discussions regarding english translation: should it be ""Witcher"" or ""Hexer""? I did not play games, just a little bit of the very first one. I liked it, but the fencing and high stance (or guard) was not my taste.Anyway, after watching the first episode, I am disappointed so bad, that I not planing to watch the rest of this series for now. There is nothing left of Andrzej Sapkowski's magic or humor. I do not understand, why every screenwriter tries to correct author's stories. They are perfect! And they are written like they are made for movie or series adaptation! The same happened to terrible polish version. And it seems that Netflix is following that disastrous path as well.Where is Lion of Cintra, mighty Calanthe?
Renfri prophesying about Ciri?Sorry guys, but that's too much for me...",1
The Witcher,"Ill start this by saying I was apprehensive about this as a fan of the witcher already I felt it was going to be so easy for them to ruin something brilliant but I was wrong oh so wrong, the entire show has been brought to the screen beautifully. Henry Cavill plays Geralt amazingly you can tell he put the extra effort into this. Watching this really makes you wanting more it's been a while since I was this emersed in a tv show and can't wait to see where they take it next!",9
The Witcher,"AMAZING,ENTERTAINING,THRILLING,AND UNEXPECTED Best way to end the decade!!!!",10
The Witcher,"Looked so forward but it s not what I have expected.
story is very weak not excited at all
dialoques are for kids
but just looked 3 episodes, maybe it will be better",5
The Witcher,"Damn it i had to rewind the fight scenes, most brutal sword fights i've ever seen...
if you read the books or played the video games, you are going to enjoy this.",10
The Witcher,After 6 episodes I can already say that this is a very good series. Little too much nudity for me but overall I like it. It's definitely not a show to watch with family.,10
