Review,Rating
"You take the original funny, campy, dark comedy, intrigue on the original series, and meet that up with a darker modern version of said series. That's what you get with this. Gomez (whatever), Morticia (nicely done), Pugsley (whatever), Thing (perfect), Uncle Fester... I had my reservations because of the actoi, but he actually nailed it for this Addams Family type thing. And, Wednesday was supremely perfectly cast. Wednesday's not quite werewolf roomie was great. The entire cast was well done, and the story they portrayed was superb. If you like weird, funny, scary, odd stuff... watch it. It's worth it.",9
"I didn't have high hopes - stand-alone movies were nice as they've been set on unknown territory and in result we could be getting pretty much anything and I loved that. It was a kingdom of catchie phrases (""Debbie, pastels?!""), funny cross overs and a bit of kids gore. Drop all your hope if your looking for this in burtons series.As Morticia I could forgive a lot but lack of quick and smart humor is just way too big pill to swollow. Sabrina, oh sorry Wednesday suddenly have feelings and learnes to have friends. Sorry - not my Addams story. Disappointing and quite flat and boring. The Netflix family filter is definitely not helping here. Such a waste of potential or maybe it's one of those should never been touched?",4
"I thought this was gonna be a kids series like others on Netflix, with not much story line and mainly focus on school dramas etc... But I was hooked on the first episode. I'm a big Harry Potter fan, and ever since the series is finished, I am on the hunt for something similar. This show is it!It is a well rounded show. Story is written well. All mysteries are explained in the end. Characters are well written, except Tyler and Xavior. The show could have given them a more complex story, but no, all I know about them is that they have a fascination for Wednesday. The whole show they only follow Wednesday and try to get her to date them. Wednesday just keeps making mistake that gets her and her friends killed/injured, and she doesn't learn from it. But of course she is bullet proof as a MC, so the show runners think it's ok for her to do all these things without thinking. It just shows that she is not a very smart person.Some parts of the story are long. The final boss fight was disappointing and lack of climax.However, it is a great show overall. Lots of mysterious and magic elements. If the show runner writes well for the next seasons, this show could really be the next Harry Potter.",8
"I really enjoyed this and it's so much more reflective of the original cartoon/comic by Charles Addams.Gomez was originally depicted as having a somewhat grotesque appearance, with a tubby body, a snub-nose, a crooked tooth and a receding chin. Luiz Guzman portrays this so well.Catherine Zeta Jones is so beautiful and elegant, I think she plays Morticia well, although Angelica Houston is a hard one to beat!Jenna Ortega is brilliant as Wednesday and was pleased to see Christina Ricci in the show too as one of the teachers.Loved all the other characters in the school.Really hope this is renewed for further seasons.",8
"The best TV show in a very long time. The acting Was outstanding. Not only for the main actress playing Wednesday, but by everyone. The support cast were so strong. Catherine Zeta Jones was well cast and was great. I loved Thing, Heidi, the sirene. Shouted for joy when Heidi Wolfed out. Good story and well paced.8 episodes Was perfect. The cinematography was excellent.All the young cast have a big future in Hollywood.Give this a go. Hubby was also hooked. He originally thought it was just a high school bit of nonsense and was pleasantly surprised.It keeps you guessing pretty close to the end, and the dark humour just made it fun to watch.",10
"Who would think that Addams family mixed with Tim Burton would end in a teenager serie trying to mimic Harry Potter. I expected more from Tim Burton and don't find the spirit of the movie but just another Netflix marketed serie for kids.The main character is now 20 instead of 11 in the movie still wearing braids and the story begins in a college nowadays...
The plot also is not really follow able. I can't follow an episode completely without feeling bored.But maybe I am not the target for this kind of serie. Only watch if you like teenagers movies.Only Christina Ricci and Catherine Zeta Jones are gorgeous in their roles but you don't see them often.",2
"It's not an exaggeration to say this is literally ""Riverdale"" and ""Chilling Adventures of Sabrina"" story lines that got rearranged & copy and pasted for this show's plot, I know that because I did myself the misfortune of sitting through all these shows. It's a disappointment, with misleading trailers and reviews. It's so grossly over-hyped just for you to realize it's nothing but a lazy cash-grab, and that's why every promotion focused so much attention to the big names rather than the story or content itself. Something that you can unmask about the positive reviews is that none of them are critical or capable of a detailed opinionated review. Their reviews are vague and reason-less because they liked the decent looking actors, the superficial aesthetic, the good but basic indie/overplayed soundtrack, and the slightly Tim Burton atmosphere, but they're unable to pinpoint that because most of these reviewers are likely unaware of it. When it comes to the actual story, no way did anyone like this shallow plot that is no joke, a rip-off of ""Riverdale"" and ""Chilling Adventures of Sabrina"". The protagonist is a cookie cutter ""weird girl"" who always has to remind you every time she opens her mouth that she's ""not like other girls"" which gets old quick but lasts the whole series. No character, not even the protagonist, has growth, depth, character, or culture (which is ironic because of how much Jenna talks in interviews about representing her Latin culture). The dialogue the writers wrote for the protagonist is very clearly what a mindless person would imagine a thinking person sounds like but to anyone sensible she just sounds very pretentious and childishly edgy. While previous depictions of Wednesday made her a smart and funny character (and movies like Addams Family Values gave her growth), this Wednesday is hard to not cringe at. You can tell this was just a paycheck to the creators because they literally thought throughout this series that a one-off act done in the movies was some kind of deeper connection to her history. They took an interesting eccentric family and instead chose to center the story on boring cardboard cutouts of fantasy teen drama extras who are an unsubtle attempt to one-up the eccentrics of the family which obviously misses the entire point of the Addams Family. On the second watch, It really stuck out, how bad the acting is, most of the actors are either under-performing their parts or dramatically performing like Disney channel cartoon characters. In its most basic proposition this show had potential if there were any creative minds involved. The biggest disappointment is the reception, lousy cliche cash grabs like this getting positive support to this extent, just confirms people will eat up anything. If they like the aesthetic, the big names, and the heavily reused soundtrack, regardless of any effort or creativity on their end people will pay a lot more for copy and pasted formulaic media. We're in a never-ending cycle of unoriginal and uninspired remakes, reboots, redesigns, spin-offs, sequels, etc. Because big companies like getting rid of any shred of originality and people support milking out any creativity to the point media becomes this dry. It's frustrating because even the people involved in making this series have publicly admitted to rushing it and inserting the most basic and predictable cliches because of how little this side-project mattered to them.",1
"Glad to see I'm not the only one that's seeing this.Normies? Muggles? Um, what?The headscarf with snake underneath?That rowing competition?The statue that leads into a tomb?The shapeshifters, the werewolves... I mean, if there is a season 2, will they reveal Cousin Itt to be an Afghan Hound?Also,
+ Twilight
+Chilling Adventures of Sabrina
+ that classic Simpsons episode where Lisa uncovers the truth about Jebediah SpringfieldCatherine Zeta Jones was a mid casting choice as Morticia. Also, it bothered me how they made Morticia some kind of preppy soccer helicopter mom that's trying to manipulate Wednesday.Jenna Ortega tried her best in the title role. But I found myself cringing a bit too much - but that was mostly the writing so can't really blame her for that, except that dance at the prom - 60's Wednesday knows how to break it down (iykyk).Tbh, I'm shocked that this show is being accepted so well.Shows/stories like this remind me of going to church where pastors preach the same stories/rules to a congregation that just laps it up.I found myself saying ""Wednesday wouldn't react like this"" so many times.",5
"Absolutely horrible. Usually when something is this bad production is stopped mis project. Giving Wednesday super powers? How rediculous is that?! I see why there are many bad reviews and why Netflix is doing damage control and have them removed. Tim Burton's directing couldn't even save this monstrosity. None the the characters look like, act, match anything like they should. It is more as though this is a parody meant to mock The Adam's Family. I tried to find anything about it as to go so far to analize the camera work, lighting, dialog, anything. It was just very poorly done from the beginning. The cast is is full of greats but cannot perform the characters well, the writing is the worst, it is as though a bunch of Jr. Highers got a quarter million dollars for their project and had no guidance.",10
"I've been so excited to see this series & it didn't disapoint me at all!Jenna Ortega was born to play Wednesday Addams & I really enjoyed watching her play this iconic character, that is loved by so many.This series is so funny, entertaining, well casted & totally awesome from the very beginning until the end. It's a nice addition to the Addam Family's legacy ??It was truly a delight to watch the amazing Gwendoline Christie play Larissa Weems. Her scenes with Wednesday were my absolute favorite. I love them & they both got my whole heart after their magical performances.When I heard that Christina Ricci had been added to the cast, I was so happy & her performance as Marilyn Thornhill were pure brilliance.Other favorites of mine from this series are Enid, Thing, Eugene, Bianca, Xavier, Tyler, Yoko & Ajax. I really hope we'll get a season 2, so we can see more of these wonderful characters.This might not be to everyone's liking but I really enjoyed watching it & totally recommend you to give it a try!",10
"I have been watching this with my twelve year old daughter and it is absolutely awesome ??.Like most we were unsure if anyone else could match up to Christina Ricci but Jenna does an absolutely brilliant job of it and easily matches up to Ricci bringing her own slant to the role.The show has everything;
Awesome cast and acting
Stunning visuals
Humour
Horror
Special effectsBrilliant,easy to follow storylineWe are on episode four. Looking forward to the other four episodes!!It's worth it just for Wednesdays outfit and then dance at the ball.....
I guarantee you will smile from ear to ear ??Enjoy!!",10
"What a great show, dark, funny and great story line. Lots of subtle nods and references to old school Adams family stories including actors/actresses from that era.Great casting of Wednesday she played the emotionless yet dark character perfectly!Hats off to the costume team as well for all characters new and familiar.It would be nice to learn more about the school and the different types of teachers but try not to go too hogwarts though with Tim Burton at the helm I'm sure it won'tWell done netflix another binge worthy series I'd happily watch again....so when is season 2 coming? I'd love to see more of how the school was created and who by.",10
"I´m still amazed at Tim Burton´s last work (of art). Where to begin? The gorgeous gothic aesthetic? The excellent soundtrack? The magnificent performances? For me it´s reading in between (and not so in between) the lines. Who are the outcasts? The lgbtq plus community, the migrants, the weirdos, the freaks, every one that´s not a ""normie""? A normie according to whose standards? Wednesday is a cry against discrimination and exclusion and I´m effing loving it fuerte! Recomiendo este show to everybody, teens, grown ups and children as well aunque hay algunas escenas que son scary no es nada que les niñes no hayan visto antes. Desperately wanting more!",10
"I have been looking forward to this series for months! I'd been counting down the days and really hoping that the series would live up to my expectations and not ruin Wednesday as a character. It surpassed my expectations and they didn't ruin her at all!This dark, spooky action packed mystery and still comedic at times, was absolutely perfect.I've always loved Jenna as an actress from my childhood programs and she was the perfect Wednesday- she looked the part and I loved the hair and outfits and the so very Wednesday facial expressions, and she acted to perfection. All of the characters were well developed and the plot had lots of unexpected twists and turns in it. I binged the show in a week.Although it's a twelve, it contained quite a bit of gore (I was absolutely fine with it ) but I advise you just to check that you'll be ok with it before watching, but other than that it's so good! Would 100% recommend and hoping for season two ??????",10
"I watched the Adam's family as kid but never really thought much of it and wasn't a favorite of mine or anything.My girlfriend recommended the show saying people thought it was good and I'm open to try new shows so I agreed we should check it out.The acting is really good, the script is great, it's funny, dark, her character is not representative of anyone I know and it was really interesting to see the world through a different lens. My girlfriend said Tim Burton told Wednesday not to blink in the show, that was something I noticed. Really crazy.I'm a big fan of the fantasy genre and there was an element of this to the show which was great. To me it was a mix of a fantasy show, mystery and comedy. Highly recommend the show and we are really hoping for many more seasons if the quality stays this good!",10
"This was a surprise I was not expecting. This show is here to entertain us and oh boy it did.Jenna Ortega did amazing job and so did all other actors. With these kind of roles it can get a bit sketchy over time, but not here. The story is interesting and the dialogues were written really good. There are some lazy writing fillers, but honestly they fit perfectly for the purpose to focus on bigger picture and not hang on endless details.Also fans of other movies that are made around magic and beasts will enjoy the Easter eggs this series have. Its almost like quiz to make you more invested into the show.I'm so glad I watched this!",9
Holy crap this is the best show of 2022 it's worth the 2 year wait and I hope this isn't a mini series I hope this has 5 or 3 seasons it's absolutely brilliant way better than 1899 and walking dead it's very dark brutal and incredibly funny Jenna Ortega is amazing as Wednesday the first 7 episodes are brilliant the plot twist was unexpected the cliffhanger is so annoying cause u have to wait 3 years for season 2 the final episode I would give a 8.2 cause it's kinda confusing and strange like was Xavier the real Hyde that's what so weird u never find out who took the pictures of Wednesday I hope everyone enjoys this TV show I absolutely love it.,10
"I adore the movies from the 90s, so I was absolutely wishing and hoping this show will bring back the charm, comedy and eccentricities of the Addams', considering Burton is directing this one. Boy was I wrong. This hits all the wrong spots to the point where it's just not the Addams family.The whole premise revolved around the clash of this unique family with normal vanilla society. So we get mermaids and werewolves? What? This literally makes Wednesday lose what was special about her, because she's actually the most ordinary one in the bunch. She's just a goth girl with mediocre teenage angst and the rest is every high-school show you've ever seen.Remember her going to camp? That was classic. This is what I was expecting. What I got was just a teenager going to school Scooby-Doo mystery with none of the ingredients that made this family magical.I'm not even going to get into the casting of the parents, each a disgrace to their former counterpart's brilliant and charismatic performance. They could have just put a black dress on a tree and call it a day. Below zero chemistry.Then you have this horrible relationship between Wednesday and literally everyone. They used to have such amazing family dynamics. It was the perfect contrast to their absolute horridness that we all loved.Where's the dark comedy? Where's the craziness of this twisted family while presenting it completely normal? I gave it 3 stars purely because of production value, but content is zero for me. Bored out of my mind.#justiceforwednesday.",3
I started watching this and can't stop watching it now. Was not expecting this. I was surprised to see Catherine Zeta Jones playing Morticia. All the Adams Family are back. Really enjoy watching Thing. Also surprised this was a Tim Burton's work. So neat to see Christina Ricci in it as she is a past Wednesday. It kind of reminded me of a dark Harry Potter. Hoping there will be a second season on Wednesday.Gwendoline Christie it is nice to see this actress out of her Game of Thrones character.The only disappointment is Gomez. He does not have the charm or good looks as the movie Gomez. Could have been better cast.,10
Like most others i'm sure they weren't expecting too much from a netflix adaptation. But i was pleasantly surprised it was in in my opinion an easy watch. In my case it kept me coming back for more. I think Jenna did an amazing job of portraying Wednesday. My only qualm is they could've made her more like the original. In the way she was always trying to kill her brother she had no problem doing something bad. She wasn't just dark she was also a little evil. They could've done that with the whole family to be honest. They all seemed a little soft. But i still give a 10/10 because i still thoroughly enjoyed there adaptation. And i'm hoping for a second season where they can redeem themselves in that area.,10
"This is the most delightfully rendered fun thing I've seen on TV in years. No heavy philosophy or critical issues just sheer enjoyment and charm.Jenna Ortega is key and I can't imagine her losing to anyone when the award shows come around.The director's awards are far more tricky, but if it were up to me, I'd crown Tim Burton best of the lot. We're about 4 episodes in and in each one there have been signs of true genius in his choices and they're almost incomparably exquisite. As an example, his take on Thing goes way beyond the call of duty.When I think of the cartoon series and how Burton saw something he could work with and how easily I brushed it off as not my thing back in the day, I feel bad for myself.What a gift!",9
"I don't know where to start, I can only say that this series was able to show the paradox of the character in the best way and establish an admirable relationship between the audience and himself despite the mysterious character of Wednesday.Considering the cold atmosphere of the story, we can safely say that this series has been able to maintain its comedy mood well.In fact, it should be pointed out that there is room to work on special effects, and on the other hand, it should not be forgotten that characterization and storytelling really do not matter.Finally, I suggest you not to miss this series because I guarantee you will definitely not regret watching it.",10
"This is not the reimagining of the Wednesday Addams. Now she is like a broken heart girl who wears punk fashion without any Addams DNA. The Addams are close to each other in the family because they have their lifestyles, which are different from the others but don't make them lonely. They have friends and fun activities and are not afraid of sad emotions. Tim destroyed the Addams by giving them the loser character to all the family and making them normal.So please find the 1993 version or some cartoon and feel free to watch it then; you will see what I mean and you will understand how funny this family.",1
"After acting like a grown adult, and giving the show a run through, i'm hooked. Jenna Ortega quickly takes on the role of this reimagining.Her delivery of the beloved character is definitely her own, but just as entertaining. She's quirky, strange, and dark humored just as anyone would expect. There are some cheese moments but then again so did the original Addams family material.In a way, it's refreshing that the show runners didn't take this the full brooding, dark, and insincere serious tone that a lot our other childhood favorite comics or original films have opted for as of recent.Definitely give yourself an episode or two acclimate. It'll feel just right in not time at all.",10
"When i heard that there was a series dedicated solely to my faviourte character from the addams family coming out, i was exited. I thought that maybe the series will be dark and a bit spooky but not much story line. Well i was wrong Tim Burton suprised me with an absolute mastetpiece. Its suspensfull spooky and funny much more than i ever imagined. The whole cast is simply amazing and everyone fits perfectly in their role, even though i was used to the old addams family and at first thought that morticia and gomez where not casted propably, but again i was wrong, latet in the series you can only be amazed by both their acting. The background and music always fit perfectly, small little details(roses in both hospital room and bedroom from the therapist) were stuning. Until the last eposode you never truly knew who the mastermind was. Waiting patiently for season 2.",10
"Tim Burton's new TV series was great. The two year wait, was worth it. I hope they will renew it for a second season. Jenna Ortega was brilliant as the titular character, she really brought Wednesday life. The design of Thing was completely the best thing I ever saw. The other actors were strong and well played, the only thing I would change. Would be Catherine Zeta Jones as Mortisha, I felt her acting was flat and never screamed Mortisha. I would still recommend this too my family and friends too watch.Enid finally Wolfing Out in the episode 8 was great.Thing almost dieing in episode 7 was heartbreaking.",10
"Burton and Elfman have collaborated on so many over the top masterpieces that a person might believe the subject matter and actors don't even matter. They could take the lamest wokest most cliche'd set of tropes, or, for instance, one of the insufferably adolescent Stephen King stories, and turn it into something magic and memorable. That being said, the lead actress is stellar, capturing a morbid cloud and still emitting rays of humor and beauty. It is also a surprise and delight that the giant warrior lady from game of thrones is quite a salty actress in more tame surroundings. The only other point IS the selection of material. The Addams family, which kind of invented dark slapstick, is really a daunting subject for a remake/sequel. Never fear. Or, should I say, always fear.",9
"I love anymovie that tim burton makes that so i love this one when i found out that tim burton is the director of the series, i guessed that it must be a good series and he has created another wonderful world. I'm waiting for next season , soooooon please. My favorite character in this series is thing. It's so funny and cute. Also character of enid. I think their relationship was so beatiful. She made wednesday able to express her feelings. The last scene of the movie, when wednesday hugs enid, was very emotional. And i wished i had a friend like that. In general, this series is great for those who love the fantasy genre.",10
"All the right pieces were there to make something great, something unique, instead they chose an easy way out, creating a dull, uninspired mystery show combined with cheesy teenage drama you'd normally find on CW. Jenna Ortega, Gwendoline Christie and Luis Guzman (and all other comics-inspired characters) put on a captivating performance. There's still a bit of heart present in the show, but in the end it chooses to omit its most interesting ideas and it pains me to say that in the end, it was not worth it. Should've been a mystery-of-the-week kind of thing or just a 6-episodes mini-series with more of the Addams family's fun adventures!",6
"This series has it all... comedy, drama, romance, mystery and action all wrapped in a delightfully quirky package. It's rare that I binge watch anything but I was riveted by this show. It's clever. The writing is smart, the costumes and scenics are dazzling and the cinematography took great advantage of the location work in Romania. This level of acting, production design and visual effects are rare in a television series and more what one expects on the big screen. I would've liked a slightly longer season than 8 episodes, I feel 10 would have been better. Still, this show is a winner. Watch it.",10
"That any other thing said would be pure pompous redundancy.From now on in this review I will just write any random jibberish, since the minimum required number is characters for the review is 600.Less is more. If you need to prolong your opinion for so long, it sounds like you are not certain about your logic.Precision is the key. Concise arguments are sharp, short. Hit you instantly.But rules only exist to be broken. If this imdb policy shall not be quickly reviewed, the tool will became increasingly irrelevant. Amazon's fingers are too deep rooted steering its directions away from neutrality.",10
"Tim Burton is back with a very fun, dark and dynamic show - a reminder of his talent.Finally, he chose a representative and diverse cast, with outstanding performances by all the actors involved. They all do a fantastic job with their roles, with Jenna Ortega stealing the show. It's like the role was written for her, she is humorous, dark and beautiful (the 'dance scene' in episode 4 is just magic). The chemistry between the actors was also spot on. I enjoyed that throughout the story the characters bring up themes around loneliness, death, love, emotions, family - existential aspects we all hold close to us.Great direction and cinematography, nothing less than expected from Tim Burton. The music accompanying the show is syncing amazingly with the scenes. He takes you to another of his magical worlds with the Addams family in the centre of it.",9
"Going by the fact Netflix was producing this and the promos were making this show out to be ""CW-esque"", my expectations were pretty low. The only reason I gave it shot was because it's more or less a spinoff of The Addams Family.And after slogging through a lot of poorly paced and terribly written western TV shows this year like Rings of Power, various MCU shows, and whatever Alex Kurtzman passes off as Star Trek these days, ""Wednesday"" is like an Oasis in a desert.The show is basically Veronica Mars with Wednesday Addams, or a Goth version of Nancy Drew for those who never watched the former. What that means for the layman is that it's a murder mystery show with Wednesday Addams being our titular detective at the center of it all. And oddly enough, the premise actually works.The first episode does a good job of setting up the premise and introducing all the characters, quickly establishing everyone's relationship dynamics and their place in the show. And most importantly the main plot thread of this season-a mysterious creature that randomly kills people around town, and several seemingly unrelated side mysteries.So, every episode is usually juggling multiple plot threads at once, whether that be character building moments or making progress on one of the several different mysteries running simultaneously. Every scene serves a purpose, which more than I can say about Andor or Rings of Power, which both squander or pad out their runtime with pointless filler or stretching out an already thin plot.Now the all important question, is it woke? Yes & No. It does have a diverse cast of characters, yet it doesn't feel like they're going off a checklist. Most of the men in the show aren't doormats for the female characters, save for a couple of them-and even then they do stand up for themselves when they're pushed to far.None of the female characters are infallible, including Wednesday herself. While she does excel at many things; she's not invincible, nor is she perfect, and surprisingly she is wrong from time to time. And she does have to rely on other people-a good bit of them being men. The biggest surprise is that she actually loves & respects her father Gomez-she's actually grateful for all the things he's taught her over the years.She makes a few obvious snipes about ""the patriarchy"" and people ""mansplaining"" to her, but they are few and far between and even then the people she's saying this to either don't know what she's talking about or they're rolling their eyes at her, and never dwell on it-kinda the same way shows like ""Daria"" use to do it back in the day, but in this instance it's to a lesser degree. And unlike most female protagonists these days, Wednesday actually tries to learn from her mistakes, and experiences some personal growth.And there's like one lesbian couple in the show, who are parents of one of the side characters, but they're not obnoxious about their inclusion, they're just there.Does it bash White people for no apparent reason? Actually, it never comes up. At least not overtly. They do make references to the colonial days where they use to burn witches (or in this case outcasts) at the stake, so to speak. But the race of said people were never brought up.Are Minorities (POCs) treated like the paragons of virtue that can do no wrong? Nope, they're treated like regular people/characters with no special treatment, and fill a wide variety of roles in the story like any other character would.So, yes it's diverse, but diverse in a more organic way. And all the characters have a story arc, even some the antagonists experience some growth. Nobody stays static in this show.After binge watching this show in one sitting, I'm really looking forward to what they're going to do next season.",9
"Wednesday is a gothic introverted show that is spooky and quite simply awesome and I have watched it twice now, it's worth the watch.I absolutely love the story, the actors are fantastic and the Edgar Allan Poe references are just superb. The detective work that Wednesday does is easy to follow along too and of course her intelligent remarks about the school and the town are enjoyable.Jenna Ortega as Wednesday makes the show, she literally took a fictional character and made her absolutely outstanding. Straight away you are hooked, her mannerisms and the way she speaks in multiple languages make her a very intriguing character.The fashion alone in the show is calming and completely matches everyone and everything within the story. I found every character interesting and the acting very convincing, this honestly helps the story because you really want to find out ""Who done it?!""I adore Tim Burtons work, he is one of my favourite directors. Danny Elfmans music makes every scene either suspenseful or spooky. It's a really great way to add to the scene, so you don't have to rely on the visuals alone, audio is a great clue.The storyline makes complete sense and it really does make you go ""omg no way!""
I really do recommend watching this show, it's perfect for any introvert who loves spooky and fantastical shows or movies. Better yet this show is great for all the quirky people out there that are simply different.",10
"When i first saw this poster for the show i was super excited since i used to love Adams Family! And guess what... This did not disappoint!First of all, the actors were fantastic but especially Jenna Ortega. The cast worked great together and i could feel the chemistry though my screen.This show was not what i was expecting out of an Adams Family reboot but i think Tim Burton did an amazing job with giving Wednesday a new storyline and background. This show came with a lot of fun but insane twists that will leave your jaw on the floor every episode. And to be completely honest i wasn't expecting that last one which just shows how unpredictable this show can be! Definitly one of my favorites this year.",9
"Not the worst thing I've watched but was disappointed in the show. Plot is pretty predictable, and I agree with others how the Addams family are weird and unique but then to throw them in a whole world with vampires, werewolves and sirens(and even more), they are no longer that weird and unique. Especially Wednesday, the actress that played her did wonderful but the actual character was just a teenager who was clearly miserable like most of the other teenagers out in the world. I think the only thing that saved this show enough for it to be rated 5 stars was its humour which again was delivered by Wednesday and also Thing.The character Enid is terrible and extremely annoying. Very unrelatable and wouldn't be any 16 year old in reality.... She was just so over the top. I understand them wanting to create a character that is opposite to Wednesday, but they either need to hire a better actress or tone down the character because it just didn't deliver. It also made her seem extremely childish compared to the rest of the cast, even Bianca who acted childish for most of the series. That's just how bad Enid was.Now let's talk about the hyde and Enid's wolf. For Enid's over the top, annoying and too colourful character, she gets to turn into THE ugliest wolf. The sirens in the show look beautiful and creates more of a magical atmosphere, but I was disappointed to see that Enid's wolf looked so much like the hyde monster. Was just not fitting. The hyde is supposed to be creepy and that but again why would you make Enid's wolf look so awful given that her character is so colourful? Especially after she spends the whole season worrying if she's going to change into a wolf or not. Expected her to change into the most elegant and beautiful wolf and attack this monster and come out stronger from the experience. It just made me not want to vouch for her even more.Lastly, I think this isn't a terrible watch but honestly I can't say I'm on the edge of my seat anticipating every moment working up to season 2(which their most likely will be). I also feel these higher reviews are from people that either don't care about the flaws of this series or have fallen head over heels for Wednesday(and the actress that plays her). Because really she saved the series but still wouldn't be able to rate higher given the amount of flaws in this series.",5
"Been loving this series. I like the spin on this series, but no surprise here. Me and my family Love horror, dark themed things, and anything Tim Burton!! If you like Addams family, Sabrina the Teenage Witch, or the new darker Riverdale, you will probably enjoy. It's like mixing Addams family with Monster High and the new Sabrina the Teenage Witch. The casting has been perfect. It also gives Wednesday more depth and seems as though it'll add more depth to the rest of the Addams. A nice dark detective-like series with goth and monster influence. The more gorey details with blood and big deep cuts or slashes are a fun addition.",10
"I won't go into long detail about the story line other than that it follows Wednesday as she gets sent off to boarding school and separates from the Addams Family but I will say that the acting is great, the story is fun, the directing is on point and Thing should have always had stitches (it just looks better). They did this show right! They didn't put a bunch of BS in it like more and more shows are doing now days, they just stuck to what it is put in great effort and I think it's going to pay off. Really hoping for and looking forward to more seasons on Wednesday. Kudos to Netflix, Tim Burton, the actors and everyone involved- a job well done.",8
"I loved all the movies of Family Addams and was very happy, but skeptic when I heard that they would do a serie on Wednesday. I was hooked from the first minutes. The character of Wednesday Addams is beautifully interpreted by Jenna Ortega. Thing is always so funny and I love uncle Fester. However, Morticia and Gomez lacked the chemistry and charm that the actors gave them in the movies. Hopefully, they were not often on screen so they do not influence my rating of the tv show. I loved the contrast between Wednesday and Enid. Enid is such a good character and I loved that each characters were so well rounded. So much action and emotions... I binged watched the tv show in less than 2 days. What a show! I really hope they will do a season 2! Watch it you will love it! If you loved the movies you might have some places where you find that this show is not accurate. However, the story is captivating.",9
"Ok, so we have Wednesday Addams - from the Addams family who is meeting vampires and werewolves etc in a teenage drama/detective mystery in a Hogwarts/Veronica Mars/Riverdale setting. Wednesday begins to have visions, becomes an amateur detective in a murder mystery, gets drawn into a love triangle, and learns to socialize. So teenage drama.This is not necessary a bad idea though - the original series basically had one pitch only. The Addams family is an family where every-thing is the opposite of what is expected. They hate cute, nice things like dogs and happyness and love vile, strange things like torture, swamps, depression and dangerous beasts. The creepy and the kooky but also the dangerous (even if the 60s show in general was a bit tame) and every episode had normal society interact with them in some way. This was followed by the later 90s movies - movies with great actors but with a script that was a bit so-so and too much focus on Fester. In short - Addams need to branch out a bit.In this spin-off, Wednesday is getting the focus due to the characters popularity from Christinas Riccis acting in said 90s movies. She has clearly grown to high school age (she was very young in the 60s show and very underused) and is enrolling in a Hogwarts like place for freaks and outcasts. Again not a bad idea. However, while I get that they want to focus more on the sarcastic and antisocial parts of the Addams brand, the character was also sadistic and death-obsessed. The initial Piranha scene works well, but then she becomes way too sympathetic. Not necessary a huge problem, but her Addams Root is weakened - you could have simply invent a new girl, remove the Addams name entirely and go for that. In addition, the script in general is pretty weak. Its a bit too generic, too YA for it to really work. They should allow more gore, maybe letting Wednesday murder, torture or maim a classmate or something. I get that you could call it growth - but I am not sure I want to see her character evolve that much. In some episodes she is joined by other members of the family, but their scenes are mostly forgettable. The show is not about the family.However, this is saved by in general good acting and a pretty decent Tim Burton aesthetic. I would call it amazing, buts decent and cute and that can be enough. Just don´t do in expecting something really creative and unique here and if you are a hardcore Addams fan, you might want to skip this completely, since the focus isn´t really on the family and their kookyness. But it is very charming and that can be enough.",7
"I walked into watching this thinking it was going to be great, bring back some much loved childhood memories and amaze me. Jenna Ortega managed to make Wednesday into a far more interesting character and her recital on the rooftop was brilliant not to mention the Nothing Else Matters overture at times.Even if you have never watched the original material, anyone can pick this show up and have a woefully great time. Thing for example manages to amuse, entertain and leave questions ""Where the hell is the rest of him?"" not to mention ""How do they get Thing to be alive?""Well worth watching and I look forward to more.",10
"It's like the Addams family , Harry Potter and a series of unfortunate events had a child. This is better than I expected! To me Christina Ricci will ALWAYS be Wednesday but wow, Jenna Ortega really brings it! It's witty and fun and is a fun watch. Im super excited to see where this show goes!!!Jenna Ortega as Wednesday Adam's is truly fun. She nails the cold dark vibe to Wednesday , the no smile , the dark eyes and the iconic pigtails. The way she delivers her lines is a great start to this show. Her wardrobe is fun ( even if it's just a uniform). And we can't forget about thing! Truly a good time.",8
"Jenna Ortega IS Wednesday Addams. The young actress is the center of the TV series and definitely she is perfect for the role. If you are looking for a worthy option to watch after Harry Potter film franchise, this is it. It's a delicious dark dramedy where you have smart writing giving great black humor along with a compelling mystery, all wrapped in a respectful lore of The Addams Family. Maybe Gomez and Morticia could be better performed but after all, this is not about them, this is about Wednesday, this is her show and as I already told you, Jenna Ortega just nailed an improved version of the character even way better than the film version by Christina Ricci but never forget her since that actress appears in the new TV series too. Also Gwendoline Christie shows her wonderful acting skills as the mysterious principal of Nevermore Academy. Moreover almost all the characters are well done and giving value to the story. Totally recommended and without a doubt, this masterpiece from the mind of Tim Burton is one of the best new TV series of 2022.",10
